ID,Job Title,Description,Responsibilities,Basic Qualifications,Preferred Qualifications
202,"Senior Software Engineer - Telecommute near Franklin, TN","Combine two of the fastest-growing fields on the planet with a culture of performance, collaboration and opportunity and this is what you get. Leading edge technology in an industry that's improving the lives of millions. Here, innovation isn't about another gadget, it's about making health care data available wherever and whenever people need it, safely and reliably. There's no room for error. Join us and start doing your life's best work.(sm)

If you are located near Franklin, TN, you will have the flexibility to telecommute* as you take on some tough challenges.
","Partner with Business, Technical and Strategic Product to make and meet project commitments in an agile framework; rapidly delivering value to our customers via technology solutions.
Senior engineers who contribute to the applications’ technology stack and drive modern solutions to complex problems
Help design and development of resilient, reliable, scalable and self-healing solutions to meet and exceed customer requirements
Ensure that all parts of the application eco system are thoroughly and effectively covered with telemetry and 24/7 support by the engineering team
Collaborate with leaders across partner-teams to build cohesive and optimal solutions
Communicate clearly and effectively in oral and written forms, and be able to present and demonstrate work to technical and non-technical stakeholders","Undergraduate degree or equivalent experience
3+ years of current experience with languages such as Java, C# or JavaScript/TypeScript as an engineer
2+ years of experience and deep understanding of software engineering and processes: design patterns, algorithms, data structures, schemas and queries, system design, unit testing, code reviews, agile and dev-ops, as well as industry patterns for application architecture and integration
2+ years of experience working with teams that leveraged three or more of the following: continuous integration / continuous delivery tools, REST API development, serverless architecture, containerization, IaC, public / private cloud, web applications, web services, application observability and/or messaging/stream architecture
2+ years of IT full-stack engineering experience
2+ years of experience writing unit or integration tests
1+ years of production experience with cloud technologies","Instrumenting apps with Prometheus/Grafana, and creating effective alarms and dashboards
Log indexing tools (e.g. ELK stack, Datadog, Splunk, Sumologic)
SRE principles (error budgets, alarming practices, etc.)
Healthcare domain background
Development experience in .NET CORE, Docker, Cloud, Kubernetes, Angular 2+, Message Queues
Experience with technologies such as: HTML/Javascript, TestCafe, NodeJS, Git, JEST or SOA
Full COVID-19 vaccination is an essential requirement of this role. UnitedHealth Group will adhere to all federal, state and local regulations as well as all client requirements and will obtain necessary proof of vaccination prior to employment to ensure compliance"
203,Senior/Principal Backend Software - Telecommute Engineer (Person,"Careers at Rally Health, part of the Optum and UnitedHealth Group family of businesses. Our mission at Rally® is to empower individuals to take control of their health through personalized, data-driven health care information and recommendations that lead to better outcomes. We leverage our digital platform and leading-edge technology to make health care data accessible wherever and whenever people need it, all while ensuring safety and reliability. Here, you’ll help people find the right doctors, give them a clear breakdown of costs, incentivize them to stay focused on their overall health with daily goals, and help them earn rewards such as discounts on a wide range of goods as well as bonuses for reaching fitness objectives. As part of our Rally® team, you’ll have the opportunity to drive change with an innovative healthcare technology company that is dedicated to creating a culture of healthy living. Help us bring real change to healthcare and you’ll experience what it’s like to do your life's best work.
",,"5+ years of industry experience in backend development
Experience developing APIs and web microservices
BS in Computer Science, Engineering or a related technical role or equivalent experience","Experience with recommendations, predictions, personalization and machine learning, A/B testing, Spark, Kafka, and MongoDB.
You have current experience with Scala
Experience with building and operating cloud-based services in a public cloud
You have experience with distributed, high-performance system"
204,"Software Engineer (.Net) - Austin, TX or Telecommute","Combine two of the fastest-growing fields on the planet with a culture of performance, collaboration and opportunity and this is what you get. Leading edge technology in an industry that's improving the lives of millions. Here, innovation isn't about another gadget, it's about making health care data available wherever and whenever people need it, safely and reliably. There's no room for error. Join us and start doing your life's best work.(sm)

You’ll enjoy the flexibility to telecommute* from anywhere within the U.S. as you take on some tough challenges.
","Research, evaluate, identify alternative approaches to support development needs
Recommend, design and code efficient and effective solutions for challenging problems for medium to large work efforts of medium to high complexity
Comply with standards and guidelines related to the design, construction, testing, and deployment activities within the Delivery Management environments
Demonstrate collaborative skills working within a project team of diverse skills
Bring strong communication skills including oral, written and presentation skills plus creativity, and problem solving skills to a challenging environment
Provide technical over sight to multiple development initiatives
Provide guidance and direction to less-seasoned staff
Conduct technical trainings to broader technical audience
Present and socialize business segment services and capabilities to senior leadership","Undergraduate degree or equivalent experience
3+ years of experience with full stack web application development in .NET and ASP.NET MVC
3+ years of experience working with SQL Server
2+ years of REST or similar API development experience
1+ years of experience automating build processes, application deployments and continuous integration
Experience with systems such as Azure DevOps/TFS
JavaScript framework experience","Experience with Cloud technologies (Azure preferred)
Healthcare Industry experience
Excellent communication and problem-solving experience
Solid experience with enterprise application architecture and enterprise integration patterns
Exposure to production support
Experience delivering software using an Agile / Scrum methodology
Ability to work in a fast paced, fluid environment while maintaining adherence to standards and best practices"
205,"Release Train Engineer - Raleigh, NC or Telecommute","Combine two of the fastest-growing fields on the planet with a culture of performance, collaboration and opportunity and this is what you get. Leading edge technology in an industry that's improving the lives of millions. Here, innovation isn't about another gadget, it's about making health care data available wherever and whenever people need it, safely and reliably. There's no room for error. Join us and start doing your life's best work.(sm)

The Release Train Engineer will be responsible for leading the agile transformation and for the successful execution of one or more value streams (Release Trains) to support the delivery of strategic technology products. The RTE is a hybrid role that properly balances agile leadership and program management to help software development teams build and deliver solutions more efficiently.

This position requires individuals who have previously been successful Scrum Masters and/or Project Managers on highly distributed teams, have led Agile/Scrum adoption in the past, and have experience in software delivery as well as those who can drive and influence change and effectively communicate with all levels of the organization. Applicants should have experience leading teams and people from a human resources and career development perspective as this position has potential for direct reports.

You’ll enjoy the flexibility to telecommute* from anywhere within the U.S. as you take on some tough challenges.","Act as a Execution lead closely partnering with the Product Manager & IT Delivery Owner to guide one agile release train
Establish program level cadence and drive program level ceremonies (e.g. PI Planning, Product Management Council, Scrum of Scrums, release train retrospectives, HIP Sprint)
Work with other program leaders to drive the definition and refinement of the program backlog
Provide leadership, direction, and coaching to scrum teams and Scrum Masters
Ensure cross-value stream coordination and collaboration
Serve as an escalation for impediment removal for the Scrum Masters and scrum teams
Maintain metrics that provide visibility to stakeholders on program-level plans, progress and quality
Facilitate alignment dependencies between the program team and third parties, release managers, or between the team and other Scrum Teams
Foster a team collaborative environment that tears down silos between groups – act in a single voice
Actively contribute to the company’s Agile and Lean Community through participation in the internal Agile Community of Practice and Scrum Master Forums
Develop, coach, and mentor team members to advance their skills and career
Provide real time feedback to the methodology team based on experiences with software delivery teams
Work cross functionally to align strategy, methodology and execution
Be a change agent and foster a “learn by doing” environment
Help to manage and own the release plan for production implementations","Bachelor’s Degree
8+ years of IT experience
2+ years of experience as a Scrum Master, Product Owner, Agile Coach or Project Manager
2+ years of experience working on large scale projects
2+ years of experience working on mixed methodology program (Scrum interfacing with Waterfall from a dependency perspective)
Experience acting as a Scrum Master for multiple scrum teams
Experience with Agile Management tools (e.g. Rally, JIRA, VersionOne)
Understanding of basic fundamentals of iterative development
","Agile / Scrum Industry Certification(s)
SAFe Certification(s)
Project Management Industry Certification(s)
Lean Methodology Certification(s)
Experience leading people from an HR perspective
Experience with Rally
Experience with SAFe (Scaled Agile Framework) implementation and delivery
Healthcare experience
Experience with various Testing techniques such as Test Driven Development and Behavior driven testing
Experience and understanding of Service Oriented Architecture and Frameworks (service layer isolation)
Experience and understanding of Front End User Experience and Front End Development technologies such as HTML5, CSS, and JavaScript
Understanding of other processes and methodologies and ability to speak intelligently about them and leverage other techniques to provide value to the program/enterprise
Understanding of the value of commitments to delivery made by a development team
Participation in industry Agile communities of practice"
206,"Lead Software Engineer - MN, NC, or NJ","Optum Virtual Care team is part of Optum’s Digital Health organization. Digital Health’s priority is to create a more sustainable health care system leading condition centric management digital solution to deliver improved clinical outcomes. Digital Health’s goal is to build a seamless, intelligent, and personalized virtual care for members to direct them to next best action based on the individual’s health needs, condition and preferences by building a comprehensive and digital virtual care platform.","Work with Product owners to groom the user stories
Work with architects to understand and contribute to the solution
Develop software components
Enable CI/CD pipeline for the software components, implement code coverage, unit tests, code scans
Work with testing team to develop test scenarios and facilitate testing
Fix production defects
Collaborate with Global teams
Mentor junior developers","Undergraduate degree or 7 years of related and equivalent experience.

8+ years Java

2+ years of GraphQL APIs,

3+ years of Type Script, Angular,

2+ years of Azure Cloud, Jenkins pipeline, Guthub,

3+ years of experience working with RDBMS

2+ years of experience leading a team in technical capacity",
207,"Lead Software Engineer - Raleigh, NC","Combine two of the fastest-growing fields on the planet with a culture of performance, collaboration and opportunity and this is what you get. Leading edge technology in an industry that's improving the lives of millions. Here, innovation isn't about another gadget, it's about making health care data available wherever and whenever people need it, safely and reliably. There's no room for error. Join us and start doing your life's best work.(sm)

The vision of the OT DataHub (OTDH) is to be a strategic data repository for Optum Technology operational and financial data with improved stability and performance, reusable components, customized data collection solutions, and marketplace capabilities.

The OTDH architecture is based on the HealthCare Platform (HCP). We are leveraging modernization principles in order to promote stability, increased speed to delivery and resiliency.","Subject Matter Expert in all phases of Software Development Lifecycle
Data Processing Solution Design and Implementations - ETL/Streaming Microservice Architecture Patterns
Serverless Architecture Patterns
API Design
Security Patterns and Principles","4+ years of experience in Python
4+ years of experience in PL/pgSQL
4+ years of experience Linux-based Operating Systems
4+ years of experience in git & GitHub
2+ years of experience in Jenkins/Groovy
2+ years of experience in Docker
2+ years of experience in Kubernetes
Full COVID-19 vaccination is an essential requirement of this role. UnitedHealth Group will adhere to all federal, state and local regulations as well as all client requirements and will obtain necessary proof of vaccination prior to employment to ensure compliance","1+ years of experience with Golang
Apache Cassandra
Prometheus/Grafana
ELK Stack (Elasticsearch, Logstash and Kibana)
NoSQL (MongoDB/ArrangoDB)
Redis"
208,"Senior Software Engineer - Schaumburg, IL or Telecommute in Eastern Time Zone","Combine two of the fastest-growing fields on the planet with a culture of performance, collaboration and opportunity and this is what you get. Leading edge technology in an industry that is improving the lives of millions. Here, innovation is not about another gadget; it is about making health care data available wherever and whenever people need it, safely and reliably. There is no room for error. If you are looking for a better place to use your passion and your desire to drive change, this is the place to be. It's an opportunity to do your life's best work.(sm)

The roles in this function will cover all primary development activity across all technology functions that ensure we deliver code with high quality for our applications, products and services and to understand customer needs and to develop product roadmaps. These roles include, but are not limited to analysis, design, coding, engineering, testing, debugging, standards, methods, tools analysis, documentation, research and development, maintenance, new development, operations and delivery. With every role in the company, each position has a requirement for building quality into every output. This also includes evaluating new tools, new techniques, strategies; Automation of common tasks; build of common utilities to drive organizational efficiency with a passion around technology and solutions and influence of thought and leadership on future capabilities and opportunities to apply technology in new and innovative ways.

Our teams support Industry Relations in the Healthcare space. We maintain a number of on-prem Java applications on Linux/Oracle/SQL Server. We also are building net new applications with the focus being on Azure. The staff practices Agile methodology and consists of 5 scrum teams with 3 to 6 developers located across North America, EST, CST, MST and PST. Our business partners reside in Ireland, MN and CA. Need a full stack developer proficient in Java, Java web apps, SQL, SQL Server, etc. Cloud experience would be a plus. We currently are building 3 new applications and support 5 others. We function as a DevOps team utilizing Agile methodology. This resource would be part a scrum team building these applications.

If you are located in the Eastern Time Zone, you will have the flexibility to telecommute* as you take on some tough challenges.
","Assesses and interprets customer needs and requirements
Identifies solutions to non-standard requests and problems
Solves moderately complex problems and/or conducts moderately complex analyses
Works with minimal guidance; seeks guidance on only the most complex tasks
Translates concepts into practice
Provides explanations and information to others on difficult issues
Coaches, provides feedback, and guides others
Acts as a resource for others with less experience","Assesses and interprets customer needs and requirements
Identifies solutions to non-standard requests and problems
Solves moderately complex problems and/or conducts moderately complex analyses
Works with minimal guidance; seeks guidance on only the most complex tasks
Translates concepts into practice
Provides explanations and information to others on difficult issues
Coaches, provides feedback, and guides others
Acts as a resource for others with less experience","Experience with building cloud enabled applications supporting micro service deployment (Azure, AWS)
Experience in an Agile development environment including scrum and story tracking
Expert Development Stack (JAVA, SQL Server, Oracle, Scripting, etc.) skills
General knowledge of programming and databases, not dependent on technology (i.e. good grasp of the basics - processes, threads, database, etc.)
Significant knowledge of Web Services (SOAP, REST APIs, XML, JSON)
Solid knowledge of HTML, CSS, JavaScript, Bootstrap, JQuery, Angular, WCF, Entity Framework and GIT
Knowledge of TDD, CI pipeline and associated pipeline tooling
Excellent verbal and written communication skills
Problem solving and debugging skills"
209,Senior Back End Software Engineer - Telecommute in Multiple Locations,"Careers at Rally Health, part of the Optum and UnitedHealth Group family of businesses. Our mission at Rally® is to empower individuals to take control of their health through personalized, data-driven health care information and recommendations that lead to better outcomes. We leverage our digital platform and leading-edge technology to make health care data accessible wherever and whenever people need it, all while ensuring safety and reliability. Here, you’ll help people find the right doctors, give them a clear breakdown of costs, incentivize them to stay focused on their overall health with daily goals, and help them earn rewards such as discounts on a wide range of goods as well as bonuses for reaching fitness objectives. As part of our Rally® team, you’ll have the opportunity to drive change with an innovative healthcare technology company that is dedicated to creating a culture of healthy living. Help us bring real change to healthcare and you’ll experience what it’s like to do your life's best work.(sm)

Care solutions lets people find, price, schedule, prepare and pay for care, and rewards them for choosing the appropriate care (medical, medication, dental, vision, behavioral & DME). You will report to the Engineering Manager.
","Architect and build scalable systems, libraries, and frameworks
Develop APIs and web microservices
Integrate third-party APIs, and the ability to understand them in several formats
Architect and build scalable systems, libraries, and frameworks
Write backend code using Scala
Contribute to frontend code stack in React","BS in Computer Science, Engineering or a related technical role or the equivalent experience
3+ years of real industry experience
Commercial experience with distributed, high-performance systems
Database and caching experience, SQL and NoSQL
Experience with cloud-based services and hosting (AWS, EC2)
Exposure to JavaScript-based framework like React or Angular
Background in Scala/Java or another compiled language, along with expert-level development",
210,Lead Software Engineer - Telecommute,"Combine two of the fastest-growing fields on the planet with a culture of performance, collaboration and opportunity and this is what you get. Leading edge technology in an industry that's improving the lives of millions. Here, innovation isn't about another gadget, it's about making health care data available wherever and whenever people need it, safely and reliably. There's no room for error. Join us and start doing your life's best work.(sm)","Understand constraints and identify opportunities to modernize our approach to delivery including component reuse and consistent look and feel
Lead development teams (by example) – as a seasoned developer, you will guide the teams via your own work, documentation, and tutoring sessions to demonstrate best practices for component interaction and reuse patterns
Apply CSS expertise to achieve stakeholder styling requirements
Develop HTML based layouts using advanced CSS
Review work performed by others and provide recommendations for improvement
Create new consumer experiences focused on patients, providers, payers, and others across the health care ecosystem.
Design new approaches that enhance and extend the consumer experiences while supporting business partners in the creation of new opportunities
Gather business, customer and end-user requirements through in person interviews and secondary research.
Help clients empathize with users by creating deliverables that tell a compelling story
Serve as a subject matter expert in the area of product design, user experience, and user interface and interaction design
Create functional prototypes and designs of different levels of fidelity to help teams determine the design direction for delivery
Design and Develop solutions using Azure Cloud and CI/CD orchestration","Bachelor’s degree in engineering, design, or computer science, with a concentration in communication, customer experience, or user experience
7+ years of JavaScript based UI – including building shared components/libraries
7+ years of hands-on HTML/CSS experience delivering templates and layouts
3+ years of Angular experience
Experience with CI/CD and Cloud Technologies
Product design and/or user experience and design
Experience in Human Centered Design processes","Master’s degree in human computer interaction, human factors, or similar
All candidates should provide a portfolio demonstrating examples of their work"
211,Senior Front End Software Engineer,"Careers at Rally Health, part of the Optum and UnitedHealth Group family of businesses. Our mission at Rally® is to empower individuals to take control of their health through personalized, data-driven health care information and recommendations that lead to better outcomes. We leverage our digital platform and leading-edge technology to make health care data accessible wherever and whenever people need it, all while ensuring safety and reliability. Here, you’ll help people find the right doctors, give them a clear breakdown of costs, incentivize them to stay focused on their overall health with daily goals, and help them earn rewards such as discounts on a wide range of goods as well as bonuses for reaching fitness objectives. As part of our Rally® team, you’ll have the opportunity to drive change with an innovative healthcare technology company that is dedicated to creating a culture of healthy living. Help us bring real change to healthcare and you’ll experience what it’s like to do your life's best work.(sm)

Care solutions lets people find, price, schedule, prepare and pay for care, and rewards them for choosing the appropriate care. Our digital focus is changing the way consumers experience their healthcare. As a Senior Software Engineer focusing on the UI, you will build reusable UI components and scalable features that are lightweight and fast for the user. Working within a team comprised of diverse skills, building engaging user interfaces, your work will develop responsive web apps that look and work great across multiple devices. You will work within the Care Solution group and you will report to the Manager, Engineering. You'll be rewarded and recognized for your performance in an environment that will challenge you and give you clear direction on what it takes to succeed in your role as well as provide development for other roles you may be interested in.","Provide meaningful contribution to code reviews
Write reusable code, initiate refactoring
Understand performance/scale tradeoffs
Create common tools
Apply coding patterns and best practices
Produce and deploy secure code
Use modern JS libraries and frameworks like React and React Native
Proficient using RESTful APIs and asynchronous JS
Frequently test your code with modern JS testing frameworks and tools
Create accessible web applications (WCAG 2.0 or 508)","2+ years of experience with hands-on front-end frameworks
Solid understanding of CSS, HTTP, cookies, caching, and HTML5 web storage","BS in Computer Science, Engineering or a related technical role or the equivalent experience
Expert design at the component level
Coding abilities and experience with architecture patterns of large, high-scale applications"
212,"Senior Software Engineer - Plano, TX","Combine two of the fastest-growing fields on the planet with a culture of performance, collaboration and opportunity and this is what you get. Leading edge technology in an industry that is improving the lives of millions. Here, innovation is not about another gadget; it is about making health care data available wherever and whenever people need it, safely and reliably. There is no room for error. If you are looking for a better place to use your passion and your desire to drive change, this is the place to be. It's an opportunity to do your life's best work.(sm)

Vivify Health, An Optum company provides an eHealth solution based entirely upon a cloud platform. The solution delivers an intuitive user experience, using consumer electronics, allowing patients to easily maintain their own health at home while remaining constantly connected with their providers, family, and friends. Vivify Health has partnered with the nation’s leading network operator to provide their RPM (Remote Patient Monitoring) SaaS platform.

Vivify Health, An Optum company is currently seeking a full stack Software Developer to work on web-based applications. The applications are developed in JavaScript, AngularJS, C#, Web API, .NET, with a SQL Server-backend. As a developer, you will be involved in all stages of the project lifecycle from requirements, to design, to development, to testing, and implementation.

This position is very hands-on and requires a willingness to work as part of a cohesive team. All team members are expected to keep abreast of the latest industry trends, technologies, and frameworks.

This is a great role for someone who wants to work with cloud-based and mobile applications in the health care space. The applications you will be building will have direct impact on the lives of thousands of health care patients. If you are a self-motived and result oriented person, looking for an exciting fasted paced environment, please send us your resume.","Develop web applications that are high quality, scalable and reliable
Design, execute, assess, and troubleshoot software applications
Develop RESTful Web API using C#
Develop user interfaces using modern JavaScript frameworks (AngularJS, Vue.js)
Create high performing stored procedures using MS SQL
Work as part of a Scrum team to develop new product features and services
Participate in code reviews
Improve and maintain CI/CD processes","B.S. in Computer Science or equivalent combination of education and experience
4+ years of experience programming in C# and the .NET Framework
4+ years of experience programming in modern front-end technologies, including JavaScript/TypeScript, AngularJS, Vue.js, HTML, and CSS
Experience in developing and consuming RESTful Web Services
Experience with Entity Framework and dependence injected style of coding
Experience using design patterns
Experience working in an Agile Environment
Understanding of relational database design
You will be asked to perform this role in an office setting or other company location
Full COVID-19 vaccination is an essential requirement of this role. UnitedHealth Group will adhere to all federal, state and local regulations as well as all client requirements and will obtain necessary proof of vaccination prior to employment to ensure compliance","Experience with Android or iPhone development
.NET 4.6 or greater (.NET Core)
MVC 4 or greater
Entity Framework
JavaScript
SQL Server
Windows Server/Internet Information Server (IIS) Administration
Troubleshooting
Excellent written and oral communication skills"
213,Senior Full Stack Software Engineer - Navigation (Telecommute),"Careers at Rally Health, part of the Optum and UnitedHealth Group family of businesses. Our mission at Rally® is to empower individuals to take control of their health through personalized, data-driven health care information and recommendations that lead to better outcomes. We leverage our digital platform and leading-edge technology to make health care data accessible wherever and whenever people need it, all while ensuring safety and reliability. Here, you’ll help people find the right doctors, give them a clear breakdown of costs, incentivize them to stay focused on their overall health with daily goals, and help them earn rewards such as discounts on a wide range of goods as well as bonuses for reaching fitness objectives. As part of our Rally® team, you’ll have the opportunity to drive change with an innovative healthcare technology company that is dedicated to creating a culture of healthy living. Help us bring real change to healthcare and you’ll experience what it’s like to do your life's best work.(sm)

As a Senior Full Stack Software Engineer on the Navigation team you will build products that provide a cohesive experience for users to discover and manage their medical portfolio. You’ll be rewarded and recognized for your performance in an environment that will challenge you and give you clear direction on what it takes to succeed in your role as well as provide development for other roles you may be interested in.","Write high-quality, fault tolerant code; normally 60% front-end and 40% backend
Build high-scale systems, libraries, frameworks and create test plans
Report to the Engineering Manager.","BS in Computer Science, Engineering or a related technical role or equivalent experience
3+ years experience with JS libraries and Angular and React frameworks
Experience using RESTful APIs and asynchronous JS
Experience with CSS, web browsers, HTTP, cookies, caching, and HTML5
3+ years experience in Java or other compiled language and interest in learning Scala
Database and caching experience, SQL","Postgres, Elasticsearch or MongoDB"
214,"Lead Software Engineer - Raleigh, NC or Telecommute","Combine two of the fastest-growing fields on the planet with a culture of performance, collaboration and opportunity and this is what you get. Leading edge technology in an industry that's improving the lives of millions. Here, innovation isn't about another gadget, it's about making health care data available wherever and whenever people need it, safely and reliably. There's no room for error. Join us and start doing your life's best work.(sm)

The ideal candidate for this Lead Software Developer role will be an enthusiastic problem-solver who is comfortable taking charge, making sound business decisions, and formulating creative tactical solutions to business and operational problems, all while handling multiple tasks simultaneously. As the lead technical resource for Payment Integrity’s electronic medical record acquisition and policy review automation initiatives.

You’ll enjoy the flexibility to telecommute* from anywhere within United States as you take on some tough challenges.","Research, evaluate, identify alternative approaches, recommend, design and code efficient and effective solutions for challenging problems ranging from small to large work efforts for low to high complexity problems
Comply with standards and guidelines related to the design, construction, testing and deployment activities as established by departmental and organizational standards
Demonstrate collaborative skills working within a project team of diverse skills and will bring communication skills including oral, written and presentation skills, creativity, and problem-solving skills to a challenging environment
Partner with other competency leads / developers and support project planning, technical design, development, and solution deployment functions
Identify opportunities in business processes, system capabilities and delivery methodologies for continuous improvement as applicable
Model Optum’s culture by being an active part of the engineering community, contribute to innersource /open source projects, and mentor junior developers","Bachelor's degree in computer science, business, or other relevant degree; or equivalent professional experience
5+ years of hands-on software engineering with object-oriented and/or functional programming
5+ years of experience working with Java with Spring
3+ years working on public cloud applications (Microsoft Azure preferred)
3+ years of experience working with database technologies, including both SQL and NoSQL (MongoDB, ElasticSearch)","Experience working with RallyDev, Jira or equivalent user story grooming tools
Experience developing in agile teams and building integrated test
Experience with Kubernetes and/or OpenShift
Experience integrating RESTful APIs or web services with user interfaces
Experience with Jenkins CI/CD, JUnit, test automation and Docker
Experience working with Python and/or Node.js
Experience with Message Broker system like Kafka or MQ
Experience with Camel, APIs or Springboot microservices
Proven experience with open source technologies
Proficiency in Github and Maven to manage source code and dependencies
Jenkins, SonarQube, Selenium and DevOps tools
Familiarity with HL7 / FHIR medical record standards"
215,Senior Software Engineer - UI - Telecommute,"Careers at Rally Health, part of the Optum and UnitedHealth Group family of businesses. Our mission at Rally® is to empower individuals to take control of their health through personalized, data-driven health care information and recommendations that lead to better outcomes. We leverage our digital platform and leading-edge technology to make health care data accessible wherever and whenever people need it, all while ensuring safety and reliability. Here, you’ll help people find the right doctors, give them a clear breakdown of costs, incentivize them to stay focused on their overall health with daily goals, and help them earn rewards such as discounts on a wide range of goods as well as bonuses for reaching fitness objectives. As part of our Rally® team, you’ll have the opportunity to drive change with an innovative healthcare technology company that is dedicated to creating a culture of healthy living. Help us bring real change to healthcare and you’ll experience what it’s like to do your life's best work.(sm)

Join Rally Health as a Senior Front End Engineer. The Core Accounts team owns the front door to all Rally products. The team works on projects and code that impact the entire company, and lets users securely access all of their healthcare needs . You will help create lightweight, scalable features. Working with a diverse team, you will help develop responsive web apps that look and work great across multiple devices. We recognize that people come from diverse backgrounds and skills and welcome all to apply.

You’ll enjoy the flexibility to telecommute* from anywhere within United States as you take on some tough challenges.
","Create usable and standard accessibility compliant web applications
Use modern JS libraries and frameworks like React
Write reusable code using Sass & TypeScript, initiate refactoring
Frequently test your code with modern JS testing frameworks and tools
Ensure the code is compatible with major modern browsers
Apply coding patterns and best practices
Use RESTful APIs and asynchronous JS
Produce and deploy secure code
Provide meaningful contribution to code review","BS in Computer Science, Engineering or a related technical role or the equivalent experience
4+ years experience with hands-on front-end frameworks
4+ years of experience with JavaScript / HTML / CSS
4+ years of experience with Single Page or Progressive Web Applications
Design experience using architecture patterns of large, high-scale applications
Understanding of performance and scale tradeoffs
Experience working with CICD pipelines","2+ years of experience with TypeScript
2+ years of experience with React
2+ years of experience with Redux or state management library"
216,Senior Software Engineer - Telecommute,"Combine two of the fastest-growing fields on the planet with culture of performance, collaboration and opportunity and this is what you get. Leading edge technology in an industry that’s improving the lives of millions. Here, innovation isn’t about another gadget, it’s about making health care data available wherever and whenever people need it, safely and reliable. There’s no room for error. Join us and start doing your life’s best work. (sm)

The Senior Software Engineer within our OptumRx Strategic Business will be developing Python-based software for Optum’s platform AuditPoint™, which performs auditing of healthcare claims. Additional job activities will include ETL, system integration, automation of the software testing and deployment, participation in the system architecture design, conducting code reviews and advising other team members on best coding practices and algorithms.

You’ll enjoy the flexibility to telecommute* from anywhere within the U.S. as you take on some tough challenges.
","Develop and support Python-based Audit Engine software for Optum’s platform AuditPoint™
Develop new and support existing ETL processes
Establish and maintain the automated testing and deployment process for this software
Establish and maintain an on-going assessment and profiling of Audit Engine performance
Establish and maintain APIs for integrating Audit Engine software with other system components and with 3rd party software
Review the system enhancement requests and participate in the system architecture and roadmap planning
Maintain knowledge and proficiency in Python programming and related frameworks and technologies","Bachelor’s degree in Computer Science, Mathematics, Physics, Engineering, or related field
5 + years of Python work experience
Previous experience with ETL processes and ability to work with large volume data sets","Knowledge and fluency with at least one of the following technology tools in each category:
Shell programming: bash or PowerShell
Concepts: Object Oriented programming, functional programming, patterns, and templates
Databases: Sqlite, MySQL, PostgreSQL, Oracle, MongoDB, Vertica or similar
APIs: REST API, MQ API, JSON/XML
SDLC Tools: JIRA, Git, Jenkins or similar
Previous experience working with healthcare or pharmacy data and familiarity with data privacy and confidentiality laws and regulations"
217,Senior/Principal User Interface (UI) Software Engineer (Navigation) - Telecommute,"Careers at Rally Health, part of the Optum and UnitedHealth Group family of businesses. Our mission at Rally® is to empower individuals to take control of their health through personalized, data-driven health care information and recommendations that lead to better outcomes. We leverage our digital platform and leading-edge technology to make health care data accessible wherever and whenever people need it, all while ensuring safety and reliability. Here, you’ll help people find the right doctors, give them a clear breakdown of costs, incentivize them to stay focused on their overall health with daily goals, and help them earn rewards such as discounts on a wide range of goods as well as bonuses for reaching fitness objectives. As part of our Rally® team, you’ll have the opportunity to drive change with an innovative healthcare technology company that is dedicated to creating a culture of healthy living. Help us bring real change to healthcare and you’ll experience what it’s like to do your life's best work.(sm)

Join the Navigation team as a Senior or Principal User Interface (UI) Software Engineer. The team is responsible for developing, maintaining, enhancing and setting a high quality bar for web and mobile apps which assists end users in navigating their healthcare benefit coverage, claims, finding doctors/facilities, price comparisons and other features. You'll be rewarded and recognized for your performance in an environment that will challenge you and give you clear direction on what it takes to succeed in your role as well as provide development for other roles you may be interested in.","Build extensible and reusable UI components and scalable features that are lightweight and fast for the user
Breathe life into static mocks with CSS animations, transitions and visual effects
Develop responsive web apps that look and work great across multiple devices
Be involved in the software lifecycle, from requirements gathering to development, testing and releasing code
Partner with product management and engineering leadership to bring creative technology and solutions to solve healthcare problems
Accountable for Product quality along with the team. Support the application and keep the quality bar elevated","3+ years of Experience with web or mobile development with relation to the User interface, experience and design
3+ years of web or mobile development with understanding of client and server topology and communication
2+ years of experience with React and/or React Native
Product related development experience within design and UX development","BS in Computer Science, Engineering or a related technical role or equivalent experience
5+ years of real world industry experience
5+ years of experience with modern JS libraries and frameworks like Angular, React and React Native
Experience using RESTful APIs and asynchronous JS
Experience with CSS, web browsers, HTTP, cookies, caching, and HTML5 web storage
Experience creating accessible web applications (WCAG 2.0 or 508)
Experience with TypeScript is a plus
Experience migrating from Angular to React, a plus.
Experience in the Healthcare industry is a bonus
Familiar with authorization frameworks like oAuth 2.0, SAML or OpenID Connect is a bonus
Comfortable with Git"
